ID,z1,z2,z3,z4,z5
Seq_4911,0.133,-0.811,0.016,-0.372,0.171
Seq_4912,0.19,-0.423,-0.157,-0.315,0.006
Seq_4913,0.148,-0.61,-0.11,-0.244,-0.055
Seq_4914,0.523,-0.723,-0.916,-0.171,0.084
Seq_4915,0.139,-0.538,-0.481,-0.674,0.111
Seq_4916,0.395,-0.61,0.026,-0.555,0.38
Seq_4917,0.118,-0.444,-0.09,-0.316,0.06
Seq_4918,0.285,-0.563,-0.288,-0.41,0.273
Seq_4919,-0.074,-0.29,-0.122,-0.468,0.045
Seq_4920,-0.156,-0.609,-0.264,-0.289,0.198
Seq_4921,0.099,-0.257,-0.217,-0.225,0.081
Seq_4922,0.343,-0.644,-0.696,-0.448,0.287
Seq_4923,-0.18,-0.205,-0.275,-0.424,0.039
Seq_4924,-0.122,-0.268,-0.256,-0.363,0.06
Seq_4925,0.216,-0.758,-0.469,-0.286,0.133
Seq_4926,-0.11,-0.15,-0.321,-0.311,0.167
Seq_4927,0.168,-0.515,-0.224,-0.443,0.008
Seq_4928,0.231,-0.37,-0.218,-0.516,0.103
Seq_4929,0.149,-0.401,-0.197,-0.183,0.248
Seq_4930,0.524,-0.72,-0.242,-0.528,0.286
Seq_4931,0.112,-0.39,-0.184,-0.389,0.119
Seq_4932,0.086,-0.736,-0.248,-0.43,0.263
Seq_4933,0.192,-0.723,-0.052,-0.528,0.081
Seq_4934,0.17,-0.469,-0.272,-0.383,0.159
Seq_4935,0.411,-0.328,-0.172,-0.391,0.256
Seq_4936,0.232,-0.548,-0.356,-0.511,0.18
Seq_4937,-0.453,-0.575,-0.483,-0.397,0.272
Seq_4938,0.638,-0.348,-0.619,-0.574,0.224
Seq_4939,0.3,-0.225,-0.337,-0.445,0.125
Seq_4940,0.312,-0.986,-0.03,-0.657,0.311
Seq_4941,0.109,-0.415,-0.469,-0.479,0.212
Seq_4942,0.031,-0.421,-0.432,-0.411,0.135
Seq_4943,0.22,-0.8,-0.063,-0.587,0.134
Seq_4944,-0.662,-0.787,-0.242,-0.36,0.063
Seq_4945,0.247,-0.746,-0.179,-0.386,0.142
Seq_4946,0.329,-0.416,-0.389,-0.55,0.141
Seq_4947,0.16,-0.32,-0.168,-0.283,0.193
Seq_4948,0.217,-0.477,-0.17,-0.501,-0.093
Seq_4949,0.19,-0.554,-0.465,-0.437,0.032
Seq_4950,-0.141,-0.458,-0.281,-0.12,0.309
Seq_4951,0.136,-0.598,-0.379,-0.636,0.157
Seq_4952,0.478,-0.51,-0.155,-0.522,0.112
Seq_4953,0.164,-0.516,-0.158,-0.456,0.023
Seq_4954,0.336,-0.336,-0.28,-0.58,0.209
Seq_4955,0.054,-0.593,-0.175,-0.154,0.146
Seq_4956,-0.05,-0.32,-0.607,-0.331,0.23
Seq_4957,-0.002,-0.539,-0.315,-0.328,0.017
Seq_4958,0.012,-0.578,-0.248,-0.379,0.077
Seq_4959,-0.239,-0.664,-0.27,-0.276,0.303
Seq_4960,-0.025,-0.203,-0.281,-0.352,0.121
Seq_4961,0.258,-0.581,-0.111,-0.356,0.047
Seq_4962,0.143,-0.558,-0.275,-0.344,0.081
Seq_4963,-0.011,-0.281,-0.13,-0.39,0.01
Seq_4964,-0.082,-0.678,-0.224,-0.329,0.267
Seq_4965,0.009,-0.809,-0.203,-0.406,0.185
Seq_4966,0.158,-0.656,-0.241,-0.312,0.239
Seq_4967,0.29,-0.95,-0.297,-0.442,0.183
Seq_4968,-0.054,-0.456,-0.171,-0.242,0.125
Seq_4969,0.254,-0.289,-0.411,-0.574,0.056
Seq_4970,1.103,-0.989,0.126,-1.06,0.241
Seq_4971,-0.064,-0.508,-0.422,-0.514,0.101
Seq_4972,0.641,-0.094,-0.167,-0.479,-0.115
Seq_4973,0.172,-0.726,-0.361,-0.583,0.219
Seq_4974,0.049,-0.264,-0.317,-0.366,0.125
Seq_4975,0.214,-0.788,-0.234,-0.369,0.251
Seq_4976,0.224,-0.689,-0.272,-0.397,0.209
Seq_4977,0.229,-0.411,-0.387,-0.426,0.161
Seq_4978,0.208,-0.421,-0.213,-0.249,0.071
Seq_4979,0.132,-0.405,-0.297,-0.154,0.14
Seq_4980,-0.057,-0.383,-0.175,-0.329,0.097
Seq_4981,-0.111,-0.517,-0.182,-0.409,0.045
Seq_4982,0.522,-0.456,-0.423,-0.536,0.162
Seq_4983,0.122,-0.88,0.023,-0.6,0.222
Seq_4984,0.251,-0.644,-0.166,-0.58,0.147
Seq_4985,0.321,-0.66,0.054,-0.589,-0.06
Seq_4986,-0.027,-0.194,-0.598,-0.436,0.017
Seq_4987,0.607,-0.648,-0.32,-0.412,0.067
Seq_4988,0.098,-0.456,-0.451,-0.414,0.159
Seq_4989,0.479,-0.935,0.116,-0.355,-0.062
Seq_4990,0.106,-0.526,-0.473,-0.45,0.007
Seq_4991,0.357,-0.54,-0.045,-0.496,0.011
Seq_4992,-0.099,-0.438,-0.442,-0.306,0.192
Seq_4993,-0.258,-0.912,-0.29,-0.551,0.295
Seq_4994,0.135,-0.872,-0.326,-0.258,0.275
Seq_4995,-0.107,-0.694,-0.395,-0.331,0.295
Seq_4996,0.352,-0.275,-0.159,-0.495,0.026
Seq_4997,0.099,-0.665,-0.237,-0.545,0.003
Seq_4998,0.13,-0.598,-0.309,-0.597,0.094
Seq_4999,0.06,-0.295,-0.329,-0.418,0.134
Seq_5000,0.496,-0.587,-0.09,-0.459,0.25
Seq_5001,-0.521,-0.827,-0.3,-0.477,0.082
Seq_5002,0.656,0.124,-0.696,0.056,-0.227
Seq_5003,0.155,-0.533,-0.459,-0.465,0.222
Seq_5004,-0.173,-0.609,-0.231,-0.488,0.267
Seq_5005,-0.198,-0.288,-0.564,-0.303,0.205
Seq_5006,0.088,-0.663,-0.17,-0.404,0.163
Seq_5007,0.352,-0.695,0.06,-0.126,0.418
Seq_5008,0.197,-0.27,-0.169,-0.302,0.059
Seq_5009,0.106,-0.371,-0.057,-0.41,0.073
Seq_5010,0.2,-0.624,-0.332,-0.443,0.178
Seq_5011,0.236,-0.55,-0.612,-0.588,0.143
Seq_5012,0.179,-0.354,-0.121,-0.321,0.119
Seq_5013,0.129,-0.942,-0.193,-0.458,0.279
Seq_5014,0.033,-0.521,-0.113,-0.449,0.029
Seq_5015,0.02,-0.551,-0.291,-0.341,0.285
Seq_5016,-0.124,-0.028,-0.207,-0.287,0.004
Seq_5017,0.322,-0.784,-0.213,-0.625,0.243
Seq_5018,0.018,-0.317,-0.203,-0.405,0.001
Seq_5019,0.052,-0.706,-0.139,-0.416,0.113
Seq_5020,0.13,-0.677,-0.272,-0.676,0.122
Seq_5021,-0.025,-0.015,-0.467,-0.252,0.144
Seq_5022,-0.229,-0.802,-0.513,-0.28,0.374
Seq_5023,0.191,-0.329,-0.348,-0.37,0.078
Seq_5024,0.078,-0.262,-0.222,-0.544,0.135
Seq_5025,0.075,-0.362,-0.242,-0.392,0.111
Seq_5026,0.167,-0.337,-0.212,-0.327,0.096
Seq_5027,0.119,-0.719,-0.328,-0.376,0.157
Seq_5028,-0.165,-0.556,-0.131,-0.508,0.119
Seq_5029,0.397,-0.284,-0.336,-0.418,0.179
Seq_5030,0.242,-0.626,0.099,-0.25,0.37
Seq_5031,0.058,-0.895,-0.343,-0.546,0.301
Seq_5032,-0.031,-0.3,-0.643,-0.354,0.152
Seq_5033,0.561,-0.344,-0.08,-0.385,0.229
Seq_5034,0.222,-0.43,-0.186,-0.607,0.069
Seq_5035,0.243,-0.323,-0.133,-0.454,-0.01
Seq_5036,0.088,-0.58,-0.37,-0.427,0.072
Seq_5037,-0.097,-0.421,-0.23,-0.321,0.181
Seq_5038,0.223,-0.344,-0.275,-0.549,0.056
Seq_5039,0.144,-0.446,-0.339,-0.446,0.135
Seq_5040,-0.114,-0.63,-0.467,-0.423,0.138
Seq_5041,0.167,-0.689,-0.261,-0.52,0.141
Seq_5042,0.298,-0.481,-0.327,-0.364,0.166
Seq_5043,0.163,-0.524,-0.277,-0.409,0.082
Seq_5044,0.291,-0.259,-0.162,-0.308,0.01
Seq_5045,0.062,-0.579,-0.306,-0.439,0.181
Seq_5046,0.347,-0.643,-0.658,-0.53,0.425
Seq_5047,0.107,-0.432,-0.322,-0.383,0.126
Seq_5048,-0.15,-0.406,-0.376,-0.31,0.184
Seq_5049,0.502,-0.099,-0.192,-0.445,0.067
Seq_5050,-0.055,-0.419,-0.101,-0.281,-0.082
Seq_5051,1.411,0.127,-0.416,-0.074,0.052
Seq_5052,0.437,-0.559,-0.55,-0.705,0.217
Seq_5053,0.137,-0.556,-0.34,-0.395,0.383
Seq_5054,0.08,-0.496,-0.291,-0.29,0.105
Seq_5055,-0.134,-0.361,-0.409,-0.432,0.211
Seq_5056,0.147,-0.316,-0.27,-0.455,0.184
Seq_5057,0.033,-0.887,-0.208,-0.415,0.094
Seq_5058,0.245,-0.804,-0.238,-0.544,0.173
Seq_5059,0.222,-0.6,-0.131,-0.477,0.025
Seq_5060,0.139,-0.015,-0.118,-0.222,0.024
Seq_5061,0.139,-0.351,-0.394,-0.429,0.19
Seq_5062,0.21,-0.423,-0.307,-0.371,0.024
Seq_5063,-0.005,-0.603,-0.493,-0.487,0.181
Seq_5064,0.086,-0.445,-0.184,-0.25,0.083
Seq_5065,0.098,-0.87,-0.15,-0.218,0.326
Seq_5066,0.13,-0.531,-0.272,-0.433,0.322
Seq_5067,0.388,-0.41,-0.28,-0.377,-0.02
Seq_5068,0.093,-0.819,-0.327,-0.445,0.368
Seq_5069,0.009,-0.478,-0.081,-0.477,0.119
Seq_5070,0.13,-0.008,-0.256,-0.366,-0.118
Seq_5071,0.148,-0.462,-0.358,-0.35,0.241
Seq_5072,0.097,-0.404,-0.202,-0.37,0.144
Seq_5073,0.317,-0.312,-0.617,-0.247,0.287
Seq_5074,0.061,-0.234,-0.422,-0.335,-0.068
Seq_5075,0.04,-0.285,-0.189,-0.425,0.117
Seq_5076,1.082,-1.017,0.058,-1.471,0.251
Seq_5077,0.18,-0.868,-0.358,-0.392,0.247
Seq_5078,0.468,-0.15,-0.194,-0.571,0.132
Seq_5079,0.287,-0.386,-0.035,-0.543,0.043
Seq_5080,0.034,-0.837,-0.353,-0.464,0.4
Seq_5081,0.158,-0.376,-0.568,-0.53,0.137
Seq_5082,0.249,-0.122,-0.16,-0.333,0.061
Seq_5083,0.298,-0.649,-0.211,-0.423,0.199
Seq_5084,0.2,-0.462,-0.346,-0.396,0.12
Seq_5085,0.105,-0.523,-0.402,-0.366,0.262
Seq_5086,0.121,-0.164,-0.056,-0.36,-0.071
Seq_5087,-0.025,-0.721,-0.299,-0.944,0.269
Seq_5088,0.113,-0.687,-0.262,-0.51,0.188
Seq_5089,0.419,-0.355,-0.308,-0.374,0.063
Seq_5090,0.042,-0.69,-0.767,-0.636,0.165
Seq_5091,0.202,-0.333,-0.286,-0.393,0.101
Seq_5092,-0.001,-0.331,-0.39,-0.397,0.03
Seq_5093,0.177,-0.259,-0.278,-0.593,0.074
Seq_5094,0.05,-0.198,-0.49,-0.446,0.077
Seq_5095,0.605,-0.438,-0.326,-0.451,0.187
Seq_5096,0.087,-0.549,-0.393,-0.383,0.171
Seq_5097,0.159,-0.713,-0.256,-0.484,0.097
Seq_5098,0.136,-0.433,-0.499,-0.479,0.134
Seq_5099,-0.044,-0.625,-0.135,-0.249,0.064
Seq_5100,0.085,-0.335,-0.336,-0.333,0.229
Seq_5101,0.157,-0.443,-0.183,-0.351,0.077
Seq_5102,0.115,-0.148,-0.1,-0.187,0.036
Seq_5103,0.08,-0.49,-0.463,-0.45,0.099
Seq_5104,0.144,-0.399,-0.355,-0.481,-0.068
Seq_5105,-0.027,-0.162,-0.235,-0.209,0.089
Seq_5106,0.186,-0.321,-0.341,-0.408,-0.047
Seq_5107,0.203,-0.506,-0.08,-0.27,0.211
Seq_5108,0.153,-0.785,-0.122,-0.544,0.164
Seq_5109,0.408,-0.639,-0.386,-0.465,0.264
Seq_5110,0.158,-0.802,-0.348,-0.444,0.175
Seq_5111,0.109,-0.903,-0.412,-0.544,0.189
Seq_5112,0.024,-0.342,-0.367,-0.467,0.075
Seq_5113,0.142,-0.308,-0.243,-0.177,0.245
Seq_5114,0.134,-0.545,-0.361,-0.428,0.082
Seq_5115,-0.227,-0.487,-0.297,-0.251,0.271
Seq_5116,0.573,-0.595,-0.424,-0.288,0.142
Seq_5117,0.281,-0.575,-0.028,-0.358,0.228
Seq_5118,0.392,-0.254,-0.375,-0.425,0.219
Seq_5119,-0.037,-0.292,-0.389,-0.204,0.096
Seq_5120,-0.029,-0.584,-0.181,-0.213,0.169
Seq_5121,-0.093,-0.751,-0.129,-0.594,0.143
Seq_5122,0.183,-0.412,-0.077,-0.452,0.365
Seq_5123,0.13,-0.631,-0.384,-0.342,0.098
Seq_5124,-0.01,-0.698,-0.179,-0.45,0.242
Seq_5125,0.416,-0.324,-0.278,-0.42,0.103
Seq_5126,0.39,-0.388,-0.254,-0.495,0.26
Seq_5127,0.161,-0.497,-0.284,-0.328,0.166
Seq_5128,0.171,-0.468,-0.122,-0.503,0.073
Seq_5129,0.19,-0.186,-0.331,-0.389,0.086
Seq_5130,0.342,-0.306,-0.271,-0.36,0.064
Seq_5131,0.439,-0.827,-0.049,-0.648,-0.03
Seq_5132,0.197,-0.053,-0.262,-0.462,0.186
Seq_5133,0.15,-0.31,-0.181,-0.288,0.182
Seq_5134,0.037,-0.318,-0.299,-0.382,0.096
Seq_5135,0.183,-0.62,-0.311,-0.562,0.065
Seq_5136,0.134,-0.407,-0.34,-0.465,0.052
Seq_5137,0.214,-0.788,-0.334,-0.403,0.348
Seq_5138,0.49,-0.188,-0.31,-0.316,0.013
Seq_5139,0.447,-0.45,-0.619,-0.291,0.146
Seq_5140,0.47,-0.643,-0.307,-0.568,0.151
Seq_5141,0.152,-0.58,-0.121,-0.317,0.254
Seq_5142,0.053,-1.186,-0.313,-0.508,0.148
Seq_5143,0.496,-0.297,-0.06,-0.35,0.335
Seq_5144,0.572,-0.406,-0.156,-0.785,0.07
Seq_5145,0.005,-0.68,-0.315,-0.447,0.129
Seq_5146,0.41,-0.33,-0.359,-0.275,0.14
Seq_5147,0.312,-0.599,-0.341,-0.511,0.094
Seq_5148,-0.219,-0.323,-0.252,-0.432,0.101
Seq_5149,0.433,-0.343,-0.145,-0.588,-0.018
Seq_5150,0.096,-0.525,-0.328,-0.418,0.208
Seq_5151,0.286,-0.575,-0.211,-0.372,0.302
Seq_5152,0.262,-0.285,-0.331,-0.408,0.159
Seq_5153,0.6,-0.472,-0.156,-0.438,0.251
Seq_5154,0.068,-0.871,-0.166,-0.378,0.242
Seq_5155,0.516,-0.725,-0.036,-0.519,-0.019
Seq_5156,0.271,-0.446,-0.285,-0.398,0.182
Seq_5157,0.059,-0.402,-0.169,-0.424,0.146
Seq_5158,-0.068,-0.426,-0.184,-0.299,0.199
Seq_5159,-0.059,-0.559,-0.327,-0.419,0.172
Seq_5160,0.578,-0.302,-0.508,-0.241,0.033
Seq_5161,0.25,-0.17,-0.294,-0.307,0.137
Seq_5162,0.091,-0.629,-0.311,-0.408,0.114
Seq_5163,0.615,-0.299,-0.155,-0.498,0.195
Seq_5164,-0.026,-0.501,-0.355,-0.495,0.168
Seq_5165,0.256,-0.403,-0.5,-0.217,0.102
Seq_5166,0.51,-0.467,-0.23,-0.548,0.213
Seq_5167,0.051,-0.591,-0.394,-0.263,0.186
Seq_5168,-0.15,-0.265,-0.09,-0.373,-0.013
Seq_5169,0.012,-0.764,-0.441,-0.387,0.201
Seq_5170,0.274,-0.76,-0.064,-0.444,0.185
Seq_5171,0.6,-0.264,0.308,-0.362,0.135
Seq_5172,0.353,-0.43,-0.22,-0.321,0.227
Seq_5173,0.888,-0.403,-0.018,-0.48,0.049
Seq_5174,0.166,-0.548,-0.467,-0.423,0.188
Seq_5175,0.324,-0.65,0.258,-0.353,0.046
Seq_5176,0.297,-0.64,-0.187,-0.408,0.26
Seq_5177,0.043,-0.438,-0.152,-0.277,0.041
Seq_5178,0.166,-0.455,-0.05,-0.319,0.149
Seq_5179,-0.17,-0.684,-0.287,-0.078,0.245
Seq_5180,0.129,-0.255,-0.201,-0.128,0.202
Seq_5181,0.177,-0.859,-0.262,-0.422,0.341
Seq_5182,0.335,-0.81,-0.048,-0.592,0.282
Seq_5183,0.043,-0.312,-0.184,-0.397,0.137
Seq_5184,0.143,-0.606,-0.216,-0.246,0.119
Seq_5185,0.049,-0.605,-0.265,-0.342,0.071
Seq_5186,0.089,-0.372,-0.172,-0.344,0.139
Seq_5187,0.433,-0.357,0.272,-0.396,-0.219
Seq_5188,0.158,-0.384,-0.339,-0.493,0.069
Seq_5189,-0.027,-0.509,-0.324,-0.544,0.001
Seq_5190,0.265,-0.296,-0.241,-0.48,0.062
Seq_5191,0.158,-0.523,-0.283,-0.484,0.108
Seq_5192,0.263,-0.776,-0.344,-0.595,0.159
Seq_5193,-0.6,-0.381,-0.288,-0.389,0.173
Seq_5194,0.001,-0.488,-0.145,-0.432,0.158
Seq_5195,0.007,-0.422,-0.26,-0.43,0.138
Seq_5196,0.101,-0.552,-0.464,-0.491,0.095
Seq_5197,0.243,-0.276,0.013,-0.378,0.028
Seq_5198,-0.009,-0.558,-0.267,-0.232,0.155
Seq_5199,0.014,-0.713,-0.223,-0.597,0.12
Seq_5200,0.071,-0.475,-0.309,-0.364,0.06
Seq_5201,0.022,-0.57,-0.305,-0.443,0.129
Seq_5202,-0.06,-0.504,-0.099,-0.171,0.205
Seq_5203,0.189,-0.329,-0.406,-0.489,0.014
Seq_5204,0.157,-0.555,-0.309,-0.433,0.106
Seq_5205,0.146,-0.62,-0.081,-0.563,0.005
Seq_5206,0.21,-0.41,-0.265,-0.567,-0.001
Seq_5207,-0.036,-0.644,-0.28,-0.503,0.231
Seq_5208,0.316,-0.455,0.154,-0.465,-0.076
Seq_5209,-0.005,-0.746,-0.28,-0.54,0.202
Seq_5210,0.244,-0.267,-0.142,-0.432,0.149
Seq_5211,0.108,-0.483,-0.392,-0.393,0.222
Seq_5212,-0.041,-0.7,-0.345,-0.58,0.228
Seq_5213,-0.11,-0.42,-0.166,-0.173,0.182
Seq_5214,0.184,-0.433,-0.221,-0.59,0.127
Seq_5215,0.079,-0.359,-0.086,-0.394,0.074
Seq_5216,0.329,-0.496,-0.235,-0.473,0.094
Seq_5217,0.041,-0.042,-0.232,-0.12,0.088
Seq_5218,0.555,-0.238,-0.209,-0.439,0.089
Seq_5219,0.082,-0.722,-0.292,-0.433,0.172
Seq_5220,0.068,-0.374,-0.285,-0.414,0.093
Seq_5221,0.511,-0.26,-0.202,-0.665,0.126
Seq_5222,0.086,-0.111,-0.051,-0.262,-0.082
Seq_5223,0.3,-0.316,-0.121,-0.239,0.163
Seq_5224,0.232,-0.694,-0.109,-0.576,0.024
Seq_5225,0.183,-0.521,-0.149,-0.689,0.125
Seq_5226,0.403,-0.277,-0.369,-0.532,0.134
Seq_5227,0.412,-0.351,-0.123,-0.593,-0.02
Seq_5228,-0.133,-0.412,-0.226,-0.512,0.068
Seq_5229,0.111,-0.344,-0.183,-0.385,0.153
Seq_5230,0.189,-0.468,-0.18,-0.435,0.078
Seq_5231,-0.065,-0.594,-0.209,-0.369,0.353
Seq_5232,0.259,-0.939,0.021,-0.538,0.064
Seq_5233,-0.086,-0.201,-0.051,-0.212,0.174
Seq_5234,0.195,-0.749,-0.223,-0.379,0.176
Seq_5235,0.181,-0.727,-0.143,-0.427,0.198
Seq_5236,-0.062,-0.392,-0.191,-0.24,0.103
Seq_5237,0.286,-0.352,-0.202,-0.457,0.113
Seq_5238,-0.01,-0.753,-0.426,-0.419,0.156
Seq_5239,0.458,-0.5,0.47,-0.523,0.073
Seq_5240,0.367,-0.625,-0.292,-0.523,0.124
Seq_5241,0.07,-0.84,-0.281,-0.409,0.185
Seq_5242,0.1,-0.489,-0.191,-0.452,0.172
Seq_5243,0.126,-0.294,-0.688,-0.239,0.16
Seq_5244,0.281,-0.625,-0.311,-0.546,0.117
Seq_5245,0.07,-0.476,-0.184,-0.274,0.094
Seq_5246,0.329,-0.248,-0.322,-0.431,-0.058
Seq_5247,0.303,-0.378,-0.366,-0.374,0.06
Seq_5248,0.104,-0.44,-0.175,-0.479,0.106
Seq_5249,0.05,-0.306,-0.402,-0.314,0.146
Seq_5250,0.173,-1.048,-0.206,-0.496,0.21
Seq_5251,-0.016,-0.473,-0.428,-0.427,0.067
Seq_5252,0.184,-0.597,-0.178,-0.257,0.123
Seq_5253,0.141,-0.92,-0.293,-0.431,0.254
Seq_5254,-0.154,-0.805,-0.344,-0.48,0.198
Seq_5255,-0.009,-0.438,-0.295,-0.366,0.097
Seq_5256,-0.962,-0.88,-0.325,-0.36,0.092
Seq_5257,-0.017,-0.51,-0.28,-0.482,0.144
Seq_5258,0.045,-0.443,-0.169,-0.368,0.123
Seq_5259,-0.062,-0.921,-0.249,-0.571,0.244
Seq_5260,0.377,-0.568,-0.262,-0.352,0.072
Seq_5261,0.193,-0.875,-0.198,-0.498,0.289
Seq_5262,0.186,-0.47,-0.308,-0.425,0.102
Seq_5263,0.494,-0.451,-0.197,-0.376,0.119
Seq_5264,0.105,-0.391,-0.576,-0.167,0.203
Seq_5265,-0.062,-0.422,-0.212,-0.32,0.146
Seq_5266,0.017,-0.959,-0.299,-0.528,0.192
Seq_5267,0.19,-0.292,-0.286,-0.472,0.088
Seq_5268,0.307,-0.632,-0.482,-0.494,0.182
Seq_5269,0.096,-0.457,-0.401,-0.236,0.154
Seq_5270,0.035,-0.529,-0.393,-0.463,0.132
Seq_5271,-0.824,-0.587,-0.401,-0.164,0.168
Seq_5272,0.58,-0.236,-0.332,-0.496,0.181
Seq_5273,0.074,-0.422,-0.377,-0.247,0.236
Seq_5274,0.034,-0.492,-0.36,-0.478,0.122
Seq_5275,0.124,-0.361,-0.532,-0.439,0.081
Seq_5276,0.053,-0.567,-0.325,-0.478,0.174
Seq_5277,0.099,-0.877,-0.463,-0.571,0.143
Seq_5278,-0.025,-0.318,-0.537,-0.446,-0.003
Seq_5279,0.309,-0.341,-0.031,-0.401,0.113
Seq_5280,0.349,-0.452,-0.009,-0.373,0.182
Seq_5281,0.463,-0.285,-0.319,-0.368,0.127
Seq_5282,0.177,-0.633,-0.264,-0.308,0.219
Seq_5283,0.269,-0.103,-0.261,-0.157,0.108
Seq_5284,0.233,-0.067,-0.05,-0.19,-0.031
Seq_5285,0.234,-0.996,-0.181,-0.402,0.198
Seq_5286,0.32,-0.396,-0.206,-0.371,0.216
Seq_5287,0.115,-0.498,-0.341,-0.454,0.197
Seq_5288,-0.432,-0.733,-0.163,-0.306,0.117
Seq_5289,0.078,-0.808,-0.155,-0.437,0.152
Seq_5290,0.13,-0.272,-0.195,-0.34,0.145
Seq_5291,0.236,-0.942,-0.157,-0.494,0.129
Seq_5292,-0.011,-0.968,-0.178,-0.42,0.317
Seq_5293,0.073,-0.381,-0.476,-0.442,0.201
Seq_5294,0.196,-0.752,-0.237,-0.598,0.22
Seq_5295,0.177,-0.761,-0.305,-0.577,0.088
Seq_5296,-0.397,-0.458,-0.287,-0.35,0.32
Seq_5297,0.326,-0.513,-0.642,-0.389,0.168
Seq_5298,0.271,-0.618,-0.454,-0.427,0.169
Seq_5299,0.483,-0.173,-0.202,-0.226,-0.151
Seq_5300,0.533,-0.4,0.395,-0.72,-0.171
Seq_5301,0.065,-0.446,-0.219,-0.35,-0.053
Seq_5302,-0.022,-0.555,-0.22,-0.397,0.228
Seq_5303,0.008,-0.554,-0.317,-0.332,0.248
Seq_5304,-0.095,-0.503,-0.618,-0.513,0.11
Seq_5305,0.0,-0.266,-0.409,-0.353,0.055
Seq_5306,0.053,-0.473,-0.276,-0.345,0.24
Seq_5307,0.514,-0.158,-0.33,-0.384,-0.083
Seq_5308,0.159,-0.735,-0.321,-0.692,0.203
Seq_5309,-0.085,-0.597,-0.16,-0.366,0.146
Seq_5310,0.093,-0.372,-0.245,-0.483,0.074
Seq_5311,0.05,-0.435,-0.163,-0.459,0.216
Seq_5312,0.108,-0.364,-0.297,-0.428,0.029
Seq_5313,0.226,-0.652,-0.088,-0.214,0.3
Seq_5314,-0.015,-0.44,-0.007,-0.318,0.03
Seq_5315,0.013,-0.429,-0.435,-0.448,0.082
Seq_5316,0.045,-0.807,-0.227,-0.415,0.11
Seq_5317,0.143,-0.039,-0.427,-0.393,0.011
Seq_5318,-0.11,-0.834,-0.258,-0.368,0.264
Seq_5319,0.138,-0.026,-0.348,-0.485,-0.072
Seq_5320,0.096,-0.43,-0.072,-0.358,0.103
Seq_5321,0.698,-0.172,-0.558,0.332,-0.028
Seq_5322,-0.186,-0.598,-0.341,-0.438,0.137
Seq_5323,-0.103,-0.312,-0.283,-0.25,0.049
Seq_5324,-0.193,-0.547,-0.491,-0.452,0.127
Seq_5325,0.16,-0.327,-0.517,-0.295,0.202
Seq_5326,0.167,-0.349,-0.247,-0.311,0.085
Seq_5327,0.56,-0.451,-0.324,-0.515,0.044
Seq_5328,0.166,-0.643,-0.564,-0.308,0.322
Seq_5329,0.561,-0.315,-0.054,-0.16,0.003
Seq_5330,0.657,-0.27,0.414,-0.343,-0.311
Seq_5331,0.017,-0.629,-0.539,-0.497,0.243
Seq_5332,0.06,-0.678,-0.184,-0.356,0.246
Seq_5333,0.172,-0.423,-0.092,-0.489,-0.018
Seq_5334,0.026,-0.3,-0.37,-0.29,0.059
Seq_5335,-0.035,-0.73,-0.279,-0.528,0.277
Seq_5336,0.16,-0.165,-0.374,-0.416,0.108
Seq_5337,0.259,-0.549,-0.466,-0.49,0.029
Seq_5338,0.234,-0.502,-0.35,-0.38,0.148
Seq_5339,0.176,-0.405,-0.161,-0.43,0.085
Seq_5340,0.13,-0.348,-0.243,-0.322,0.083
Seq_5341,-0.028,-0.551,-0.117,-0.564,0.166
Seq_5342,0.017,-1.028,-0.319,-0.47,0.209
Seq_5343,0.086,-0.159,-0.227,-0.575,-0.082
Seq_5344,0.145,-0.302,-0.536,-0.434,0.053
Seq_5345,-0.042,-0.912,-0.464,-0.479,0.105
Seq_5346,0.101,-0.231,-0.228,-0.36,-0.036
Seq_5347,0.275,-0.359,-0.1,-0.544,-0.058
Seq_5348,0.091,-0.48,-0.11,-0.414,0.175
Seq_5349,0.438,-0.503,-0.209,-0.482,0.178
Seq_5350,-0.012,-0.526,-0.308,-0.506,0.174
Seq_5351,0.33,-0.178,-0.224,-0.576,0.109
Seq_5352,-0.202,-0.447,-0.307,-0.28,0.238
Seq_5353,0.117,-0.404,-0.355,-0.374,0.06
Seq_5354,-0.048,-0.612,-0.17,-0.377,0.188
Seq_5355,0.541,-0.205,-0.297,-0.595,0.112
Seq_5356,0.189,-0.421,0.087,-0.352,-0.092
Seq_5357,0.331,-0.664,-0.549,-0.518,0.17
Seq_5358,0.373,-0.417,-0.278,-0.455,0.024
Seq_5359,0.115,-0.525,-0.233,-0.321,0.119
Seq_5360,0.161,-0.56,-0.139,-0.347,0.23
Seq_5361,0.11,-0.306,-0.245,-0.442,0.114
Seq_5362,-0.069,-0.478,-0.059,-0.447,0.048
Seq_5363,-2.126,-1.132,-0.582,-0.282,0.144
Seq_5364,0.056,-0.815,-0.429,-0.38,0.095
Seq_5365,0.048,-0.974,-0.232,-0.427,0.24
Seq_5366,0.124,-0.33,-0.312,-0.275,0.157
Seq_5367,0.115,-0.725,-0.233,-0.501,0.173
Seq_5368,-0.057,-0.431,-0.163,-0.367,0.15
Seq_5369,0.222,-0.253,-0.285,-0.418,0.083
Seq_5370,0.846,-0.23,-0.297,-0.466,0.122
Seq_5371,0.201,-0.396,-0.36,-0.398,0.114
Seq_5372,0.115,-0.502,-0.22,-0.379,0.124
