Secondary Structure(Helix),Solvent Accessibilty (Buried),Solvent Accesibilty(Intermediate),[G4.3.22.3],[G7.1.1.50],[G5.2.2.12],[G4.3.10.4],[G2.1.1.169],[G4.3.11.2],[G2.1.1.339],[G2.1.1.211],[G2.1.1.178],[Class]
0.398,0.475,0.214,5,-0.015816,0.001825,33.75,0,3.75,0,0,1.265823,nonDRNA
0.456,0.514,0.244,10,0.005283,0.002784,22.5,2.531646,3.75,0,0,1.265823,nonDRNA
0.427,0.613,0.241,8.75,0.006628,0.002728,21.25,1.265823,3.75,0,0,1.265823,nonDRNA
0.458,0.447,0.207,20,-8.36E-04,9.44E-04,25,0,3.75,0,0,0,nonDRNA
0.407,0.528,0.216,5,9.39E-04,0.001379,12.5,2.531646,3.75,0,0,0,nonDRNA
0.343,0.343,0.289,5,0.007547,2.96E-04,26.25,0,3.75,0,0,0,nonDRNA
0.4,0.439,0.244,5,-0.001672,5.97E-04,27.5,0,3.75,0,0,2.531646,nonDRNA
0.466,0.544,0.184,5,0.006091,5.77E-04,32.5,0,3.75,0,0,0,nonDRNA
0.494,0.467,0.218,7.5,-0.00178,8.32E-04,32.5,1.265823,3.75,0,0,1.265823,nonDRNA
0.332,0.47,0.268,7.5,-0.00247,9.17E-04,25,0,3.75,0,0,0,nonDRNA
0.459,0.605,0.195,6.25,-0.001693,5.69E-04,30,0,3.75,0,0,0,nonDRNA
0.4,0.414,0.278,8.75,0.011791,6.84E-04,18.75,1.265823,3.75,0,0,0,nonDRNA
0.421,0.47,0.226,7.5,-0.008863,0.001245,20,0,3.75,0,0,0,nonDRNA
0.467,0.463,0.206,10,-0.013201,9.12E-04,31.25,0,3.75,0,0,0,nonDRNA
0.422,0.377,0.281,10,-3.78E-04,9.01E-04,32.5,0,3.75,0,0,0,nonDRNA
0.378,0.404,0.26,5,0.001832,0,8.75,0,3.75,0,0,0,nonDRNA
0.597,0.392,0.231,6.25,0.008285,0.001192,25,0,3.75,1.265823,0,0,nonDRNA
0.474,0.478,0.189,5,0.003891,0.001207,21.25,1.265823,3.75,0,0,0,nonDRNA
0.357,0.433,0.244,5,0.00381,0.001215,21.25,1.265823,3.75,0,0,0,nonDRNA
0.369,0.431,0.231,5,0.007142,0.002409,23.75,1.265823,3.75,0,0,0,nonDRNA
0.422,0.429,0.211,6.25,-5.61E-04,0.001447,18.75,0,3.75,0,0,0,nonDRNA
0.386,0.457,0.283,6.25,-0.003837,0.001898,27.5,0,3.75,0,0,1.265823,nonDRNA
0.447,0.442,0.205,8.75,0.004163,0.001176,20,0,3.75,0,1.265823,1.265823,nonDRNA
0.457,0.426,0.247,13.75,0.00293,6.05E-04,26.25,0,3.75,0,0,0,nonDRNA
0.384,0.439,0.229,6.25,-0.002402,0,25,0,3.75,1.265823,0,0,nonDRNA
0.494,0.397,0.244,6.25,0,0.001536,25,0,3.75,0,0,0,nonDRNA
0.388,0.452,0.234,18.75,0.003902,0.001188,17.5,0,3.75,0,0,1.265823,nonDRNA
0.422,0.437,0.185,6.25,0.007843,0.00225,31.25,1.265823,3.75,0,0,0,nonDRNA
0.422,0.409,0.26,10,-0.003736,8.40E-04,23.75,0,3.75,1.265823,0,0,nonDRNA
0.42,0.484,0.224,6.25,0.005748,0.002902,26.25,0,3.75,0,0,1.265823,nonDRNA
0.414,0.505,0.232,5,0.003378,3.21E-04,25,0,3.75,0,0,0,nonDRNA
0.405,0.41,0.245,5,0.005481,0.001202,30,0,3.75,0,0,1.265823,nonDRNA
0.425,0.504,0.201,5,-0.005961,3.34E-04,21.25,0,3.75,0,0,0,nonDRNA
0.451,0.424,0.291,23.75,-0.006227,0.001071,20,0,3.75,0,0,0,nonDRNA
0.422,0.452,0.232,7.5,-0.004045,0.001179,21.25,1.265823,3.75,0,0,1.265823,nonDRNA
0.384,0.366,0.296,10,0.003599,0.002014,22.5,1.265823,3.75,0,0,0,nonDRNA
0.337,0.398,0.289,8.75,0.001649,0.002371,20,1.265823,3.75,0,0,0,nonDRNA
0.358,0.506,0.259,10,2.95E-04,8.29E-04,36.25,0,3.75,0,0,3.797468,nonDRNA
0.406,0.438,0.262,18.75,0.008154,0.001317,20,0,3.75,0,0,0,nonDRNA
0.458,0.484,0.227,6.25,0.004161,0.001039,16.25,1.265823,3.75,0,0,0,nonDRNA
0.394,0.362,0.221,6.25,0.006128,0.001056,16.25,1.265823,3.75,0,0,1.265823,nonDRNA
0.431,0.416,0.279,6.25,0.004969,0.001083,16.25,1.265823,3.75,0,0,0,nonDRNA
0.46,0.455,0.249,6.25,0.001926,0.001087,11.25,1.265823,3.75,0,0,0,nonDRNA
0.457,0.457,0.278,6.25,0.00485,0.001693,23.75,1.265823,3.75,0,0,0,nonDRNA
0.438,0.481,0.241,11.25,-0.020444,3.54E-04,23.75,0,3.75,0,0,0,nonDRNA
0.401,0.432,0.296,11.25,0.001097,0.00138,18.75,1.265823,3.75,0,0,0,nonDRNA
0.451,0.451,0.265,5,-3.30E-05,4.59E-04,16.25,0,3.75,0,0,0,nonDRNA
0.36,0.398,0.307,5,0.005872,0.001933,25,0,3.75,0,0,1.265823,nonDRNA
0.381,0.402,0.301,3.75,0.005107,0.001092,26.25,0,7.5,0,0,0,nonDRNA
0.497,0.47,0.221,3.75,0.001745,7.93E-04,20,0,6.25,0,0,0,nonDRNA
0.438,0.445,0.25,3.75,-0.00654,0.002367,22.5,0,5,0,0,0,nonDRNA
0.497,0.503,0.195,3.75,5.57E-04,0.002431,17.5,1.265823,5,0,0,0,nonDRNA
0.517,0.468,0.218,3.75,0.002544,0.002657,27.5,0,6.25,0,0,1.265823,nonDRNA
0.402,0.445,0.254,3.75,-0.009241,0.001174,28.75,0,10,0,0,0,nonDRNA
0.356,0.427,0.243,3.75,-0.007904,0.001051,21.25,1.265823,7.5,1.265823,0,0,nonDRNA
0.317,0.401,0.299,3.75,-0.00186,0.002368,25,0,6.25,1.265823,0,1.265823,nonDRNA
0.497,0.515,0.205,3.75,0.003148,0.002488,32.5,1.265823,7.5,0,0,1.265823,nonDRNA
0.477,0.415,0.2,3.75,0.004784,8.32E-04,27.5,1.265823,7.5,1.265823,0,0,nonDRNA
0.364,0.431,0.239,3.75,-0.003413,0,43.75,0,7.5,0,0,0,nonDRNA
0.473,0.418,0.212,3.75,0.006666,0.001027,25,0,7.5,0,0,0,nonDRNA
0.45,0.517,0.192,3.75,0.003545,6.48E-04,30,0,7.5,0,0,0,nonDRNA
0.395,0.451,0.27,3.75,0.003318,0.001405,31.25,0,15,0,0,1.265823,nonDRNA
0.43,0.465,0.238,3.75,0.007083,0.001401,17.5,1.265823,20,0,0,0,nonDRNA
0.432,0.465,0.238,3.75,4.15E-04,0.00213,18.75,0,13.75,0,0,1.265823,nonDRNA
0.414,0.492,0.231,3.75,-6.45E-04,0.001198,27.5,0,32.5,0,0,2.531646,nonDRNA
0.416,0.457,0.238,3.75,-0.005803,0.003206,26.25,3.797468,5,0,0,0,nonDRNA
0.46,0.383,0.253,3.75,0.002443,0.001506,21.25,0,5,0,0,0,nonDRNA
0.515,0.525,0.204,6.25,-8.10E-04,2.49E-04,28.75,0,3.75,0,0,0,nonDRNA
0.504,0.483,0.192,20,-7.04E-04,0.001066,26.25,0,3.75,0,0,1.265823,nonDRNA
0.439,0.538,0.186,6.25,-0.004602,7.16E-04,35,0,3.75,1.265823,0,0,nonDRNA
0.484,0.522,0.206,5,0.007922,0.001321,16.25,0,3.75,0,1.265823,0,nonDRNA
0.379,0.375,0.323,5,-0.005059,3.08E-04,17.5,0,3.75,0,0,0,nonDRNA
0.493,0.507,0.188,6.25,-0.008965,6.12E-04,36.25,0,3.75,0,0,0,nonDRNA
0.376,0.409,0.273,8.75,0.009853,0.002819,16.25,1.265823,3.75,0,0,0,nonDRNA
0.39,0.378,0.274,6.25,-0.010603,0.001368,33.75,0,3.75,0,0,0,nonDRNA
0.468,0.519,0.209,6.25,0.008555,0.003207,23.75,3.797468,3.75,0,0,0,nonDRNA
0.404,0.487,0.206,6.25,-0.009557,0.001288,37.5,0,3.75,0,0,1.265823,nonDRNA
0.429,0.461,0.215,8.75,0.004421,0.001296,31.25,1.265823,3.75,0,0,0,nonDRNA
0.43,0.43,0.211,7.5,0.001883,0.001174,27.5,0,3.75,0,0,0,nonDRNA
0.403,0.42,0.26,5,0.011073,5.82E-04,22.5,0,3.75,0,0,0,nonDRNA
0.449,0.434,0.237,11.25,0.004834,0.001747,15,1.265823,3.75,0,0,0,nonDRNA
0.388,0.481,0.248,8.75,-0.011623,0.001987,17.5,0,3.75,0,0,0,nonDRNA
0.52,0.444,0.201,2.5,-8.21E-04,0.002104,36.25,0,5,1.265823,0,1.265823,nonDRNA
0.424,0.413,0.268,2.5,-0.007706,0.002699,17.5,2.531646,5,0,0,2.531646,nonDRNA
0.405,0.42,0.252,2.5,0.001729,0.002228,10,1.265823,11.25,0,0,0,nonDRNA
0.43,0.438,0.19,2.5,0.011903,0.001432,27.5,1.265823,8.75,0,0,0,nonDRNA
0.36,0.407,0.198,2.5,0.003405,0,23.75,0,7.5,0,0,0,nonDRNA
0.416,0.364,0.274,2.5,0.006495,0.00151,22.5,0,10,0,0,1.265823,nonDRNA
0.415,0.366,0.273,2.5,0.009993,2.51E-04,20,0,6.25,0,0,0,nonDRNA
0.422,0.452,0.21,2.5,0.006529,8.82E-04,16.25,0,7.5,0,0,0,nonDRNA
0.339,0.43,0.22,2.5,0.002427,0.001538,18.75,0,15,0,0,0,nonDRNA
0.335,0.431,0.225,2.5,-0.002717,0.002111,18.75,0,12.5,0,0,1.265823,nonDRNA
0.354,0.386,0.297,2.5,-0.004004,4.17E-04,26.25,0,12.5,0,0,0,nonDRNA
0.311,0.466,0.332,2.5,-0.001287,0,20,0,6.25,0,0,0,nonDRNA
0.441,0.527,0.229,2.5,0.008612,9.85E-04,17.5,0,22.5,0,1.265823,0,nonDRNA
0.432,0.512,0.264,2.5,-7.53E-04,6.73E-04,21.25,0,10,0,0,0,nonDRNA
0.453,0.431,0.223,2.5,0.00405,6.22E-04,23.75,0,6.25,0,0,0,nonDRNA
0.442,0.481,0.246,2.5,-0.008096,3.52E-04,23.75,0,23.75,0,0,0,nonDRNA
0.428,0.506,0.201,2.5,2.04E-04,0.001231,17.5,0,21.25,0,0,0,nonDRNA
0.397,0.422,0.248,2.5,2.39E-04,0.001406,31.25,1.265823,5,0,0,0,nonDRNA
0.416,0.43,0.241,2.5,0.006963,3.05E-04,21.25,0,5,0,0,0,nonDRNA
0.318,0.42,0.318,2.5,-0.00406,3.63E-04,23.75,0,5,0,0,0,nonDRNA
0.301,0.457,0.363,2.5,-0.003375,9.82E-04,26.25,1.265823,7.5,0,0,1.265823,nonDRNA
0.491,0.375,0.216,2.5,0.001668,0.00183,18.75,0,5,0,0,0,nonDRNA
0.528,0.437,0.206,2.5,0.002368,7.98E-04,20,2.531646,5,0,0,0,nonDRNA
0.46,0.458,0.186,2.5,-0.001825,0,27.5,0,3.75,0,0,0,nonDRNA
0.398,0.464,0.201,2.5,-0.006227,4.09E-04,31.25,0,3.75,0,0,0,nonDRNA
0.304,0.409,0.346,2.5,-0.009155,6.64E-04,26.25,0,3.75,0,0,0,nonDRNA
0.473,0.441,0.221,2.5,0.001987,0.001533,27.5,0,3.75,0,0,1.265823,nonDRNA
0.485,0.45,0.248,2.5,0.003126,5.93E-04,26.25,0,3.75,0,0,1.265823,nonDRNA
0.437,0.449,0.21,2.5,0.007829,0.001596,28.75,0,3.75,0,0,1.265823,nonDRNA
0.383,0.517,0.15,2.5,0.004081,2.40E-04,28.75,0,3.75,0,0,0,nonDRNA
0.375,0.48,0.196,2.5,-0.00418,5.57E-04,31.25,0,3.75,0,0,0,nonDRNA
0.418,0.451,0.319,2.5,-0.004447,3.15E-04,21.25,0,3.75,0,0,0,nonDRNA
0.49,0.439,0.276,2.5,0.003229,9.40E-04,21.25,0,3.75,0,0,0,nonDRNA
0.45,0.496,0.169,2.5,0.004761,0,36.25,0,3.75,0,0,0,nonDRNA
0.251,0.427,0.379,2.5,0.001014,0,21.25,0,3.75,0,0,0,nonDRNA
0.425,0.455,0.232,2.5,0.002688,0.002694,16.25,1.265823,3.75,0,0,0,nonDRNA
0.403,0.504,0.226,2.5,-0.002465,0.001657,20,0,3.75,0,0,0,nonDRNA
0.407,0.401,0.291,2.5,0.003908,3.05E-04,18.75,0,3.75,0,0,0,nonDRNA
0.461,0.339,0.265,2.5,0.003181,0.002085,26.25,0,3.75,0,0,0,nonDRNA
0.458,0.337,0.267,2.5,-0.002014,0.001514,32.5,0,3.75,0,0,1.265823,nonDRNA
0.513,0.586,0.142,2.5,0.002464,5.92E-04,33.75,0,3.75,0,0,0,nonDRNA
0.416,0.489,0.216,2.5,-2.71E-04,0.001185,26.25,0,3.75,0,0,0,nonDRNA
0.44,0.478,0.212,2.5,-2.71E-04,0.001185,26.25,0,3.75,0,0,0,nonDRNA
0.432,0.474,0.224,2.5,-0.002921,0.001455,23.75,0,3.75,0,0,0,nonDRNA
0.441,0.476,0.222,2.5,0.002538,0.001427,32.5,0,3.75,0,0,0,nonDRNA
0.365,0.473,0.299,2.5,-0.001345,0.003431,15,2.531646,3.75,0,0,0,nonDRNA
0.288,0.46,0.306,2.5,-0.008196,6.36E-04,23.75,0,3.75,0,1.265823,0,nonDRNA
0.343,0.461,0.304,2.5,-0.004216,2.88E-04,31.25,0,3.75,0,0,1.265823,nonDRNA
0.455,0.461,0.219,2.5,0.001555,3.31E-04,18.75,0,3.75,0,0,0,nonDRNA
0.524,0.433,0.202,2.5,0.002139,0.001006,30,1.265823,3.75,0,0,0,nonDRNA
0.49,0.433,0.225,2.5,3.09E-04,2.94E-04,17.5,0,3.75,0,0,0,nonDRNA
0.493,0.433,0.224,2.5,-0.001825,5.87E-04,27.5,0,3.75,0,0,0,nonDRNA
0.494,0.414,0.226,2.5,-0.014609,0.001056,48.75,0,3.75,0,0,1.265823,nonDRNA
0.494,0.42,0.219,2.5,-0.006881,0.001714,26.25,0,3.75,0,0,0,nonDRNA
0.509,0.433,0.214,2.5,0.008519,6.39E-04,25,0,3.75,0,0,0,nonDRNA
0.412,0.452,0.252,2.5,-0.004288,4.77E-04,25,0,6.25,0,0,0,nonDRNA
0.361,0.447,0.267,2.5,0.00192,5.51E-04,17.5,0,18.75,0,0,0,nonDRNA
0.356,0.377,0.236,2.5,0.005287,0.001449,22.5,1.265823,5,0,0,0,nonDRNA
0.377,0.398,0.295,2.5,-0.003393,0.001242,26.25,0,12.5,0,0,0,nonDRNA
0.474,0.394,0.221,2.5,0.002975,0.001475,32.5,0,7.5,0,0,1.265823,nonDRNA
0.415,0.423,0.255,2.5,0.012633,0.001198,36.25,0,12.5,1.265823,0,1.265823,nonDRNA
0.426,0.421,0.237,2.5,0.00867,5.99E-04,27.5,0,6.25,0,0,0,nonDRNA
0.409,0.459,0.245,2.5,9.67E-04,3.07E-04,32.5,0,7.5,0,0,1.265823,nonDRNA
0.396,0.417,0.258,2.5,0.003545,9.17E-04,31.25,0,5,0,0,1.265823,nonDRNA
0.426,0.459,0.211,2.5,0.005023,0.001448,43.75,1.265823,5,0,0,1.265823,nonDRNA
0.47,0.396,0.265,2.5,-0.001918,6.82E-04,22.5,0,5,0,0,0,nonDRNA
0.398,0.43,0.265,2.5,0.005482,0,22.5,0,6.25,0,0,0,nonDRNA
0.458,0.387,0.232,2.5,0.008256,6.08E-04,30,0,6.25,0,0,0,nonDRNA
0.282,0.435,0.273,2.5,-0.010693,0.002216,25,0,12.5,0,0,0,nonDRNA
0.477,0.47,0.232,2.5,0.003311,0,22.5,0,5,0,0,0,nonDRNA
0.351,0.43,0.329,2.5,-0.004636,0.001383,18.75,0,6.25,0,0,0,nonDRNA
0.346,0.446,0.307,2.5,-0.002582,8.71E-04,21.25,0,12.5,0,0,0,nonDRNA
0.426,0.43,0.257,2.5,0.002413,0.001793,23.75,1.265823,16.25,0,0,0,nonDRNA
0.421,0.502,0.204,3.389831,0.004273,0.003096,28.813559,0,13.559322,0,0,0,nonDRNA
0.371,0.429,0.256,2.5,0.00489,5.39E-04,23.75,0,18.75,0,0,0,nonDRNA
0.371,0.405,0.337,2.5,-0.012951,8.39E-04,26.25,0,5,0,0,1.265823,nonDRNA
0.449,0.469,0.258,2.5,0.005356,5.71E-04,23.75,0,5,0,0,0,nonDRNA
0.445,0.482,0.246,2.5,0.002351,0.001031,22.5,0,5,0,0,0,nonDRNA
0.402,0.451,0.25,2.5,-1.55E-04,3.32E-04,16.25,0,5,0,0,0,nonDRNA
0.457,0.417,0.27,2.5,-0.001058,8.37E-04,20,0,5,0,0,2.531646,nonDRNA
0.447,0.481,0.249,2.5,1.40E-05,0.001189,21.25,0,5,0,0,0,nonDRNA
0.51,0.439,0.222,2.5,1.35E-04,0.00184,16.25,0,5,0,0,0,nonDRNA
0.477,0.477,0.262,2.5,-0.001127,0.00182,32.5,0,6.25,0,0,0,nonDRNA
0.449,0.436,0.251,2.5,-0.002697,0.003392,21.25,0,11.25,0,0,0,nonDRNA
0.452,0.506,0.229,2.5,-0.001792,6.75E-04,27.5,0,5,0,0,0,nonDRNA
0.483,0.488,0.212,2.5,0.010041,3.13E-04,20,0,8.75,0,0,0,nonDRNA
0.417,0.432,0.266,2.5,-0.004757,8.62E-04,22.5,0,13.75,0,0,0,nonDRNA
0.348,0.469,0.271,2.5,0.009579,6.02E-04,25,0,6.25,0,0,0,nonDRNA
0.381,0.428,0.259,2.5,0.010529,0.001228,31.25,1.265823,5,0,0,0,nonDRNA
0.465,0.421,0.256,2.5,-0.001399,2.83E-04,25,0,5,0,0,0,nonDRNA
0.414,0.416,0.281,2.5,-0.010042,0.001955,30,0,6.25,0,0,3.797468,nonDRNA
0.498,0.515,0.211,2.531646,0.005552,8.57E-04,21.518987,0,8.860759,0,0,0,nonDRNA
0.519,0.476,0.258,3.174603,0.016691,0.001635,30.15873,0,15.873016,0,0,1.612903,nonDRNA
0.517,0.474,0.26,2.5,-0.006989,5.49E-04,18.75,0,6.25,0,0,0,nonDRNA
0.481,0.486,0.209,2.5,0.002561,7.33E-04,23.75,0,5,0,0,0,nonDRNA
0.447,0.425,0.253,2.5,-2.23E-04,0.001473,25,0,5,0,0,0,nonDRNA
0.288,0.412,0.338,2.5,-0.00705,6.28E-04,31.25,0,5,0,0,0,nonDRNA
0.482,0.512,0.22,2.5,-0.004578,2.85E-04,27.5,0,5,0,0,1.265823,nonDRNA
0.484,0.434,0.236,2.5,-0.002095,0.002805,36.25,1.265823,5,0,0,1.265823,nonDRNA
0.388,0.391,0.293,2.5,0.001637,2.56E-04,21.25,0,6.25,0,0,0,nonDRNA
0.393,0.407,0.277,2.5,0.014147,5.73E-04,35,0,6.25,0,0,0,nonDRNA
0.448,0.488,0.215,2.5,-0.011432,8.84E-04,26.25,0,6.25,0,0,1.265823,nonDRNA
0.453,0.517,0.215,2.5,0.002419,0.00147,18.75,0,28.75,0,0,1.265823,nonDRNA
0.379,0.508,0.232,2.5,0.003142,0.001635,31.25,0,7.5,0,0,0,nonDRNA
0.384,0.508,0.243,2.5,0.012239,0.00222,30,2.531646,13.75,0,0,2.531646,nonDRNA
0.367,0.503,0.232,2.5,0.007133,9.67E-04,15,0,20,0,0,1.265823,nonDRNA
0.379,0.503,0.237,2.5,-0.007768,0.00147,35,1.265823,22.5,0,0,0,nonDRNA
0.424,0.463,0.244,2.5,0.001575,0.001182,35,0,5,0,0,0,nonDRNA
0.389,0.372,0.243,2.5,-0.005159,0.001093,33.75,0,5,0,1.265823,0,nonDRNA
0.467,0.439,0.221,2.5,0.003424,0.001334,18.75,0,5,0,0,0,nonDRNA
0.465,0.492,0.198,2.5,0.002979,0.001695,27.5,0,7.5,0,0,0,nonDRNA
0.433,0.461,0.244,2.5,-0.004322,8.58E-04,20,0,5,0,0,1.265823,nonDRNA
0.483,0.398,0.201,2.5,-0.002775,5.91E-04,16.25,0,10,1.265823,0,0,nonDRNA
0.486,0.455,0.268,2.5,0.009527,0.001863,17.5,0,7.5,0,0,2.531646,nonDRNA
0.385,0.475,0.245,2.5,-0.008864,0.001082,20,0,7.5,0,0,1.265823,nonDRNA
0.413,0.453,0.244,2.5,-0.001963,6.87E-04,30,0,13.75,0,0,0,nonDRNA
0.507,0.527,0.185,2.5,-6.55E-04,0.001635,30,0,6.25,0,0,0,nonDRNA
0.417,0.455,0.277,2.5,0.008498,0.00153,30,1.265823,10,0,0,1.265823,nonDRNA
0.502,0.457,0.197,2.5,0.010745,0.002974,16.25,2.531646,8.75,0,0,0,nonDRNA
0.341,0.389,0.219,3.030303,0.003561,0.007872,19.69697,1.538462,9.090909,0,0,0,nonDRNA
0.434,0.478,0.209,2.5,0.003,0.003178,23.75,2.531646,12.5,1.265823,0,1.265823,nonDRNA
0.44,0.484,0.213,2.5,-0.004904,0.001852,23.75,0,6.25,0,0,1.265823,nonDRNA
0.513,0.452,0.287,2.5,-0.006335,0.001847,23.75,0,6.25,0,0,1.265823,nonDRNA
0.472,0.512,0.236,2.5,-0.006672,0.00119,30,0,7.5,0,0,0,nonDRNA
0.357,0.425,0.324,2.5,-0.008566,0.001789,10,0,13.75,0,0,0,nonDRNA
0.433,0.437,0.286,2.5,-0.011934,0.001387,20,0,6.25,0,0,0,nonDRNA
0.552,0.39,0.257,2.5,0.004594,0.001714,17.5,0,5,0,0,0,nonDRNA
0.517,0.554,0.194,2.5,0.00143,0.002899,23.75,1.265823,5,1.265823,0,1.265823,nonDRNA
0.454,0.477,0.227,2.5,0.006376,0.001968,27.5,1.265823,5,0,0,0,nonDRNA
0.426,0.452,0.223,2.5,3.22E-04,0.001737,15,0,5,0,1.265823,0,nonDRNA
0.449,0.367,0.323,2.5,-2.90E-04,0.001332,20,0,16.25,0,1.265823,2.531646,nonDRNA
0.446,0.382,0.307,2.5,0.002476,0.00287,16.25,1.265823,7.5,0,0,1.265823,nonDRNA
0.495,0.45,0.225,2.5,-0.001196,0.002166,21.25,0,6.25,0,0,2.531646,nonDRNA
0.517,0.55,0.197,2.5,-0.011935,0.001112,23.75,0,5,0,0,0,nonDRNA
0.506,0.471,0.207,2.5,-0.001325,9.97E-04,25,0,8.75,0,0,0,nonDRNA
0.392,0.46,0.223,2.5,-0.006243,8.71E-04,17.5,0,10,0,0,0,nonDRNA
0.435,0.429,0.197,2.5,-0.002049,0.001669,27.5,0,10,0,0,1.265823,nonDRNA
0.531,0.557,0.165,2.5,-0.00264,0.001669,17.5,0,10,0,0,1.265823,nonDRNA
0.476,0.324,0.243,2.5,0.003746,6.94E-04,17.5,0,18.75,0,0,0,nonDRNA
0.514,0.441,0.196,2.5,0.008831,5.43E-04,18.75,0,13.75,0,0,1.265823,nonDRNA
0.454,0.43,0.297,2.5,-7.65E-04,6.39E-04,33.75,0,5,0,0,0,nonDRNA
0.413,0.388,0.263,3.571429,-4.67E-04,0,26.785714,0,7.142857,0,0,0,nonDRNA
0.507,0.389,0.204,2.5,-0.005582,0.001253,28.75,0,7.5,0,0,1.265823,nonDRNA
0.356,0.413,0.236,2.5,-0.008606,0.001787,28.75,0,6.25,0,0,2.531646,nonDRNA
0.474,0.428,0.228,2.5,0.002958,0.001535,18.75,0,8.75,0,0,1.265823,nonDRNA
0.45,0.44,0.25,2.5,0.018126,9.37E-04,32.5,0,8.75,0,0,0,nonDRNA
0.428,0.489,0.251,2.5,-0.007041,0.00165,31.25,0,7.5,0,0,2.531646,nonDRNA
0.459,0.433,0.241,2.5,-3.73E-04,0.002559,31.25,1.265823,7.5,0,0,0,nonDRNA
0.46,0.427,0.297,2.5,-0.003893,8.71E-04,41.25,0,15,0,0,1.265823,nonDRNA
0.311,0.452,0.281,2.5,-0.002784,5.50E-04,20,0,13.75,0,0,0,nonDRNA
0.398,0.476,0.239,2.5,0.004138,8.79E-04,23.75,1.265823,7.5,0,0,0,nonDRNA
0.398,0.441,0.28,2.5,-6.10E-04,9.25E-04,37.5,0,6.25,0,0,1.265823,nonDRNA
0.479,0.43,0.225,2.5,0.001731,0.001463,20,0,8.75,0,0,0,nonDRNA
0.487,0.467,0.23,2.5,0.004903,8.54E-04,20,0,7.5,0,0,2.531646,nonDRNA
0.343,0.408,0.308,2.5,0.009812,0.001112,32.5,0,21.25,0,0,0,nonDRNA
0.42,0.427,0.26,2.5,-0.001821,6.15E-04,18.75,0,5,0,0,0,nonDRNA
0.501,0.394,0.213,2.5,-0.011894,0.002165,26.25,2.531646,5,0,0,0,nonDRNA
0.373,0.5,0.228,2.5,0.005536,0.001366,16.25,0,5,0,0,0,nonDRNA
0.44,0.5,0.187,2.5,-0.009949,0.00253,33.75,0,5,0,0,0,nonDRNA
0.483,0.491,0.208,2.5,-2.58E-04,0.001712,18.75,0,5,0,0,0,nonDRNA
0.436,0.4,0.269,2.5,-0.007901,2.84E-04,23.75,0,5,0,0,0,nonDRNA
0.39,0.545,0.26,2.5,0.005407,0.001985,23.75,0,6.25,0,0,0,nonDRNA
0.351,0.479,0.239,2.5,-0.005227,0.001879,32.5,0,28.75,0,0,0,nonDRNA
0.435,0.464,0.166,2.5,0.00136,9.07E-04,35,0,10,0,0,0,nonDRNA
0.492,0.49,0.223,2.5,-0.003296,0.001345,20,1.265823,8.75,0,0,0,nonDRNA
0.507,0.389,0.285,2.631579,-0.007602,0.001288,22.368421,0,6.578947,0,0,0,nonDRNA
0.548,0.494,0.182,2.5,0.007877,0.00124,21.25,0,7.5,0,0,1.265823,nonDRNA
0.53,0.27,0.253,2.5,-0.020032,0.001147,46.25,0,12.5,0,1.265823,0,nonDRNA
0.396,0.409,0.269,2.5,8.91E-04,0.001703,21.25,0,5,1.265823,0,0,nonDRNA
0.417,0.467,0.217,2.5,3.86E-04,0.00129,35,0,8.75,1.265823,0,0,nonDRNA
0.505,0.431,0.255,2.5,-0.003028,0,16.25,0,6.25,0,0,0,nonDRNA
0.498,0.498,0.228,2.5,0.004187,6.02E-04,21.25,0,6.25,0,0,0,nonDRNA
0.491,0.491,0.181,2.5,-4.23E-04,3.06E-04,40,0,5,0,0,0,nonDRNA
0.472,0.394,0.26,2.5,0.011997,0.00227,38.75,0,6.25,0,0,2.531646,nonDRNA
0.473,0.451,0.216,2.5,-0.008603,0,30,0,6.25,0,0,0,nonDRNA
0.425,0.493,0.213,2.5,0.007774,3.30E-04,28.75,0,22.5,0,0,0,nonDRNA
0.472,0.488,0.189,2.5,-0.004219,0.001415,25,1.265823,11.25,0,0,1.265823,nonDRNA
0.386,0.412,0.285,2.5,0.002307,0.001555,27.5,1.265823,10,0,0,1.265823,nonDRNA
0.386,0.412,0.285,2.5,-0.001779,6.47E-04,26.25,0,6.25,0,0,0,nonDRNA
0.387,0.403,0.294,2.5,-0.028824,0.001582,22.5,2.531646,7.5,0,0,0,nonDRNA
0.438,0.472,0.227,2.5,-0.001208,5.69E-04,33.75,0,6.25,0,0,0,nonDRNA
0.457,0.479,0.241,2.5,-0.003232,8.37E-04,32.5,0,8.75,0,0,1.265823,nonDRNA
0.439,0.5,0.202,2.5,0.002284,0.002718,18.75,1.265823,5,0,0,0,nonDRNA
0.515,0.477,0.187,2.5,-0.010696,0.001264,18.75,1.265823,5,0,0,0,nonDRNA
0.522,0.41,0.215,2.5,-0.018776,0.002227,23.75,0,5,0,0,0,nonDRNA
0.522,0.408,0.216,2.5,-0.009938,0.002668,23.75,1.265823,6.25,0,0,1.265823,nonDRNA
0.423,0.411,0.257,2.5,0.004367,7.61E-04,32.5,0,31.25,0,0,0,nonDRNA
0.377,0.646,0.185,2.5,-0.005101,0.0013,37.5,0,20,0,0,2.531646,nonDRNA
0.403,0.499,0.242,2.5,-0.005973,0.001831,23.75,0,16.25,0,0,1.265823,nonDRNA
